case_id,case_code,case_name,case_type,confidence_level,vendor_id,vendor_name,sector,year_window,year_start,year_end,has_institution_filter,total_contracts,in_window_contracts,out_window_contracts,noise_pct,total_value_mxn,in_window_value_mxn,out_window_value_mxn
357,342,IMSS Laboratorios San Angel — Sobreprecio Laboratorio Clínico,overpricing,high,194723,LABORATORIOS SAN ANGEL SA,Salud,NONE,,,no,148,148,0,0.0,3208506714.18,3208506714.18,0.0
358,343,Zurich Pharma — Inhabilitación SFP + Registro Sanitario Falso,procurement_fraud,high,198864,ZURICH PHARMA SA DE CV,Salud,NONE,,,no,288,288,0,0.0,1836943100.3,1836943100.3,0.0
359,INFRALUX_QROO_TURISMO_DATA_ERROR,INFRALUX QRoo Turismo — Probable Error de Datos 7.76B,data_error,medium,140538,INFRALUX SA DE CV,Infraestructura,2014-2018,2014,2018,no,11,11,0,0.0,7824617633.53,7824617633.53,0.0
360,PROC_MINA_NAICM_AIRPORT_2018,PROC MINA — Contrato Único 6.5B NAICM (Nuevo Aeropuerto),procurement_fraud,medium,228202,PROC MINA S. DE R.L. DE C.V.,Infraestructura,2018-2018,2018,2018,no,1,1,0,0.0,6498409900.8,6498409900.8,0.0
361,CONSTRUCTORA_LATINA_CFE_DRILLING_MONOPOLY,Constructora y Perforadora Latina — Monopolio Perforación CFE,concentrated_monopoly,low,18363,"CONSTRUCTORA Y PERFORADORA LATINA, S.A. DE C.V.",Energia,2005-2017,2005,2017,no,17,17,0,0.0,6662482964.18,6662482964.18,0.0
363,26,VISE Road Construction Single-Bid Dominance,Single-bid dominance,medium,1144,"CONSTRUCTORA Y PAVIMENTADORA VISE, S.A. DE C.V.",Infraestructura,NONE,,,no,133,133,0,0.0,5648119682.0,5648119682.0,0.0
364,27,PCC Road Paving Single-Bid Dominance,Single-bid dominance,medium,10616,PCC CORPORACION S.A. DE C.V.,Hacienda,NONE,,,no,3,3,0,0.0,1982779.68,1982779.68,0.0
365,28,DL Medica IMSS/INSABI Medical Supply Concentration,Concentrated monopoly,medium,246450,DL MEDICA SA DE CV,Salud,NONE,,,no,419,419,0,0.0,5653999308.48,5653999308.48,0.0
366,29,GUTSA Infraestructura / Grupo Hermes,Single-bid dominance,low,11497,"GUTSA INFRAESTRUCTURA, S. A. DE C.V.",Infraestructura,NONE,,,no,14,14,0,0.0,2113870676.95,2113870676.95,0.0
367,ALDESEM_INFRA_SINGLE_BID_MONOPOLY,Aldesem Infrastructure Single-Bid Monopoly,single_bid_monopoly,medium,49212,"CONSTRUCCIONES ALDESEM, S.A. DE C.V.",Infraestructura,NONE,,,no,27,27,0,0.0,8832795373.05,8832795373.05,0.0
368,TRITURACIONES_EXTREME_CONCENTRATION,Construcciones y Trituraciones Extreme Concentration,single_bid_monopoly,medium,11432,CONSTRUCCIONES Y TRITURACIONES S.A. DE C.V.,Infraestructura,NONE,,,no,7,7,0,0.0,5565117348.58,5565117348.58,0.0
369,CALZADA_MULTISTATE_SINGLE_BID,Calzada Construcciones Multi-State Single-Bid Network,single_bid_monopoly,medium,18935,CALZADA CONSTRUCCIONES S.A. DE C.V.,Infraestructura,NONE,,,no,51,51,0,0.0,6056376432.63,6056376432.63,0.0
370,DESARROLLO_NL_CONSTRUCTION_MONOPOLY,Desarrollo y Construcciones Urbanas NL Monopoly,single_bid_monopoly,medium,11494,"DESARROLLO Y CONSTRUCCIONES URBANAS, S.A. DE C.V.",Infraestructura,NONE,,,no,46,46,0,0.0,5908586101.59,5908586101.59,0.0
373,ARMOR_LIFE_DEFENSE_BALLISTIC,Armor Life Lab - Proveedor Balístico Defensa,monopoly,low,234430,"ARMOR LIFE LAB, S.A. DE C.V.",Defensa,2018-2025,2018,2025,no,11,11,0,0.0,263398264.5,263398264.5,0.0
374,IPC_SEMAR_DOSBOCAS_CONSTRUCTION,IPC Construcciones - Concentración SEMAR/Dos Bocas,institution_capture,medium,43223,INGENIERIA PROYECTOS Y CONSTRUCCIONES IPC SA DE CV,Defensa,2012-2025,2012,2025,no,38,38,0,0.0,891374832.08,891374832.08,0.0
376,MEDCO_HEMODYNAMICS_CONCENTRATION,Soluciones Medco Hemodynamics Concentrated Supplier,Concentrated monopoly,low,176576,SOLUCIONES MEDCO SA DE CV,Salud,2016-2025,2016,2025,no,17,17,0,0.0,535033389.36,535033389.36,0.0
377,COCINAS_INM_FOOD_MONOPOLY,Cocinas Industriales Multifuncionales - Monopolio Alimentario INM,institution_capture,high,35563,COCINAS INDUSTRIALES MULTIFUNCIONALES DE CALIDAD SA. DE CV.,Gobernacion,2008-2019,2008,2019,no,52,52,0,0.0,905992046.85,905992046.85,0.0
378,COMERCIALIZADORA_NEGOCIOS_SEDENA_SHELL,Comercializadora de Negocios Diversos - Shell Company SEDENA,ghost_company,high,264903,COMERCIALIZADORA DE NEGOCIOS DIVERSOS SA DE CV,Defensa,2020-2022,2020,2022,no,5,5,0,0.0,280517244.0,280517244.0,0.0
379,NITROMED_COVID_IMSS_INTERMEDIARY,Nitromed - Intermediario COVID IMSS,intermediary,high,263351,NITROMED SA DE CV,Salud,2020-2022,2020,2022,no,11,11,0,0.0,286878576.96,286878576.96,0.0
380,ROHJAN_CFE_TO_IMSS_VENTILATORS,Rohjan - Salto de CFE a Ventiladores IMSS,intermediary,high,155562,ROHJAN SA DE CV,Energia,2015-2021,2015,2021,no,8,8,0,0.0,239951051.76,239951051.76,0.0
382,NUTRIBLEND_NEW_COMPANY_IMSS_FOOD,Nutriblend - Empresa Nueva con Mega-Contratos IMSS Alimentos,institution_capture,medium,309677,NUTRIBLEND S A P I DE CV,Salud,2024-2025,2024,2025,no,6,6,0,0.0,753285471.11,753285471.11,0.0
384,DRUGSTORE_MULTIINSTITUTIONAL_SCATTERED,Drugstore Incorporated - Contratos Dispersos Multi-Institucionales,intermediary,medium,96101,DRUGSTORE INCORPORATED S A P I DE CV,Salud,2012-2019,2012,2019,no,10,10,0,0.0,362156094.97,362156094.97,0.0
387,CONTROLADORA_INFRAESTRUCTURAS_WATER,Controladora de Operaciones de Infraestructuras - Contratos Agua Single-Bid,overpricing,medium,29587,"CONTROLADORA DE OPERACIONES DE INFRAESTRUCTURAS, S.A. DE C.V.",Medio Ambiente,2007-2009,2007,2009,no,3,3,0,0.0,4739659646.0,4739659646.0,0.0
388,RINOACERO_TAMAULIPAS_STATE,Rinoacero - Mega-Contrato Tamaulipas,overpricing,medium,37422,"RINOACERO, S.A. DE C.V.",Gobernacion,2008-2009,2008,2009,no,2,2,0,0.0,3421489825.0,3421489825.0,0.0
728,CASE-728,HOLDING INFRAESTRUCTURA ESPECIALIZADA - CONAGUA SB Monopoly 646M,bid_rigging,medium,264212,HOLDING INFRAESTRUCTURA ESPECIALIZADA S A P I DE CV,Medio Ambiente,2020-2024,2020,2024,no,8,8,0,0.0,646172849.35,646172849.35,0.0
728,CASE-728,HOLDING INFRAESTRUCTURA ESPECIALIZADA - CONAGUA SB Monopoly 646M,bid_rigging,medium,264212,HOLDING INFRAESTRUCTURA ESPECIALIZADA S A P I DE CV,Medio Ambiente,2020-2024,2020,2024,no,8,8,0,0.0,646172849.35,646172849.35,0.0
732,CASE-732,INAGRO DEL SUR - Diconsa/Segalmex DA Saturation 916M,direct_award_abuse,high,53122,INAGRO DEL SUR SA DE CV,Agricultura,2010-2021,2010,2021,no,32,32,0,0.0,916479627.51,916479627.51,0.0
733,CASE-733,CONSULEZA PROFESIONALE - Puebla State 100% SB Infrastructure 583M,bid_rigging,medium,61061,CONSULEZA PROFESIONALE SA DE CV,Infraestructura,2010-2018,2010,2018,no,12,12,0,0.0,583455997.05,583455997.05,0.0
734,CASE-734,ALVARGA CONSTRUCCIONES - Infrastructure SB Capture 2.2B,bid_rigging,medium,48696,ALVARGA CONSTRUCCIONES,Infraestructura,2010-2018,2010,2018,no,22,22,0,0.0,2212704421.59,2212704421.59,0.0
735,CASE-735,TECNOLOGIA EN SEGURIDAD Y COMUNICACIONES - FONACOT IT Security Monopoly via SB,monopoly,medium,22614,TECNOLOGIA EN SEGURIDAD Y COMUNICACIONES SA DE CV,Tecnologia,2005-2025,2005,2025,no,25,25,0,0.0,981447710.15,981447710.15,0.0
736,CASE-736,TECNOLOGIA APLICADA A NEGOCIOS - SADER/SCT IT Systems Annual SB Capture,bid_rigging,medium,156315,TECNOLOGIA APLICADA A NEGOCIOS SA DE CV,Agricultura,2015-2025,2015,2025,no,26,26,0,0.0,609780526.91,609780526.91,0.0
744,CASE-744,SOLUCIONES INTEGRALES ELYM - New Company SB Agriculture Capture,procurement_fraud,medium,268284,SOLUCIONES INTEGRALES ELYM S DE RL DE CV,Agricultura,2021-2025,2021,2025,no,166,166,0,0.0,320948530.63,320948530.63,0.0
748,CASE-748,CUAR CONSTRUCTORES systematic bid-rigging infrastructure,bid_rigging,high,32905,CUAR CONSTRUCTORES ASOCIADOS SA DE CV,Infraestructura,2007-2024,2007,2024,no,41,41,0,0.0,2351306165.08,2351306165.08,0.0
749,CASE-749,Pardo Infraestructura - Nayarit municipal SB infrastructure capture,bid_rigging,medium,40097,PARDO INFRAESTRUCTURA Y TERRACERIAS S.A. DE C.V.,Infraestructura,2009-2015,2009,2015,no,8,8,0,0.0,1556854844.19,1556854844.19,0.0
752,CASE-752,HIDROVIAS Y CARRETERAS dredging single-bid capture,single_bid_capture,medium,89737,HIDROVIAS Y CARRETERAS SA DE CV,Agricultura,2010-2020,2010,2020,no,8,8,0,0.0,266474592.1,266474592.1,0.0
753,CASE-753,CONSTRUMAQUINAS DEL BAJIO Guanajuato construction SB capture,single_bid_capture,medium,12221,CONSTRUMAQUINAS DEL BAJIO S.A DE C. V.,Infraestructura,2003-2014,2003,2014,no,19,19,0,0.0,297161637.24,297161637.24,0.0
755,CASE-755,Desarrolladora de Ideas — SEDATU Construction SB Capture,single_bid_capture,medium,253888,"DESARROLLADORA DE IDEAS Y ESPACIOS, S.A DE C.V.",Agricultura,2019-2023,2019,2023,no,10,10,0,0.0,394522458.3,394522458.3,0.0
759,CASE-759,TONANTZI MEX ISSSTE Medical Equipment Capture,institutional_capture,medium,53237,"TONANTZI MEX, S.A. DE C.V.",Salud,2010-2025,2010,2025,no,112,112,0,0.0,344322489.41,344322489.41,0.0
760,CASE-760,LIAD PRODUCTOS - SEDENA Uniform Supply Monopoly,institutional_capture,medium,136992,LIAD PRODUCTOS PARA ROPA Y CALZADO SA DE CV,Defensa,2014-2025,2014,2025,no,92,92,0,0.0,3185455899.17,3185455899.17,0.0
764,CASE-764,MARIA ARACELI VARGAS ZARCO - Persona Fisica IMSS Licitacion Capture,institutional_capture,medium,263927,MARIA ARACELI VARGAS ZARCO,Salud,2020-2025,2020,2025,no,10,10,0,0.0,227298552.97,227298552.97,0.0
765,CASE-765,ARRENTRAC Infrastructure Single-Bid Capture (SCT/Jalisco),bid_rigging,medium,16446,"ARRENTRAC, S.A. DE C.V.",Infraestructura,2003-2019,2003,2019,no,25,25,0,0.0,503562354.97,503562354.97,0.0
767,CASE-767,SERVISAN Health Services ISSSTE/INCan Institutional Capture,institutional_capture,medium,4679,"SERVISAN, S.A. DE C.V.",Salud,2002-2025,2002,2025,no,115,115,0,0.0,1121858473.84,1121858473.84,0.0
768,CASE-768,MESALUD IMSS Medical Supply DA Concentration,institutional_capture,low,31018,"MESALUD, S.A. DE C.V.",Salud,2007-2021,2007,2021,no,231,231,0,0.0,2551430990.54,2551430990.54,0.0
776,CASE-776,Port Infrastructure SB Capture (Grupo Urbis),institutional_capture,high,108982,GRUPO CORPORATIVO URBIS SA DE CV,Infraestructura,2013-2018,2013,2018,no,19,19,0,0.0,1982956831.24,1982956831.24,0.0
779,CASE-779,IMSS/SSA Emergency DA New Vendor - CIMMO Medical,ghost_company,medium,314270,CIMMO MEDICAL SA DE CV,Salud,2025-2025,2025,2025,no,7,7,0,0.0,311796069.65,311796069.65,0.0
780,CASE-780,Multi-Institution Editorial Services DA Monopoly - GIM Editorial,institutional_capture,medium,223371,GIM COMPAÑIA EDITORIAL SA DE CV,Hacienda,2018-2025,2018,2025,no,337,337,0,0.0,274534795.47,274534795.47,0.0
781,CASE-781,SCT Road Construction 100pct Single-Bid Capture - Constructora Eunice,institutional_capture,medium,10319,"CONSTRUCTORA EUNICE, S.A. DE C.V.",Infraestructura,2002-2019,2002,2019,no,46,46,0,0.0,721463103.92,721463103.92,0.0
784,CASE-784,IT Single-Bid Monopoly Across Multiple Institutions - INNDOT,single_bid_abuse,high,163535,INNDOT SA DE CV,Hacienda,2015-2025,2015,2025,no,23,23,0,0.0,460237052.44,460237052.44,0.0
786,CASE-786,Multi-Institution Government Advertising DA Monopoly - Edicion y Publicidad,institutional_capture,medium,176001,EDICION Y PUBLICIDAD DE MEDIOS DE LOS ESTADOS S DE RL DE CV,Hacienda,2016-2025,2016,2025,no,211,211,0,0.0,221887301.34,221887301.34,0.0
787,CASE-787,Health Sector DA Saturation with Emergency Justifications - ULSA Tech,institutional_capture,medium,254088,ULSA TECH SA DE CV,Salud,2019-2025,2019,2025,no,158,158,0,0.0,1175149814.56,1175149814.56,0.0
788,CASE-788,IMSS Pharma/Medical DA Capture - AL.CO Salud Inteligente,institutional_capture,medium,197399,AL.CO SALUD INTELIGENTE SA DE CV,Salud,2017-2025,2017,2025,no,526,526,0,0.0,1441861404.92,1441861404.92,0.0
789,CASE-789,Multi-Institution 100% Single-Bid Construction - Raima Construcciones,single_bid_capture,medium,2680,RAIMA CONSTRUCCIONES SA DE CV,Hacienda,2002-2015,2002,2015,no,28,28,0,0.0,836331014.43,836331014.43,0.0
790,CASE-790,IMSS Medical Device Capture via Single-Bid - Medica Ideas,institutional_capture,medium,20254,"MEDICA IDEAS, S.A. DE C.V.",Salud,2005-2020,2005,2020,no,16,16,0,0.0,449379385.26,449379385.26,0.0
793,CASE-793,SEGOB construccion DA saturation + multi-institution single-bid,single_bid_capture,medium,4253,"CONSTRUCCIONES E INSTALACIONES MODERNAS, S.A. DE C.V.",Gobernacion,2002-2018,2002,2018,no,15,15,0,0.0,847191037.49,847191037.49,0.0
794,CASE-794,PUNTO PEN single-bid capture at financial/military institutions,single_bid_capture,medium,61828,PUNTO PEN,Salud,2011-2024,2011,2024,no,11,11,0,0.0,734069506.44,734069506.44,0.0
795,CASE-795,CFE trunked radio institutional capture,institutional_capture,medium,14489,"SERVICIOS TRONCALIZADOS, S.A. DE C.V.",Energia,2003-2025,2003,2025,no,61,61,0,0.0,452635144.87,452635144.87,0.0
797,CASE-797,BM Mexicana 410M single-bid to public broadcasting,single_bid_capture,medium,130274,"BM MEXICANA DE COMERCIO, S.A. DE C.V.",Infraestructura,2014-2014,2014,2014,no,2,2,0,0.0,410459132.48,410459132.48,0.0
801,CASE-801,CDMX/SCT Intermediary — Cargo Crane,intermediary_capture,medium,268801,"CARGO CRANE, S.A. DE C.V.",Infraestructura,2021-2023,2021,2023,no,2,2,0,0.0,723277921.07,723277921.07,0.0
807,CASE-807,RYSE MEDICA — IMSS medical supplies and cardiac surgery DA saturation,institutional_capture,medium,101650,RYSE MEDICA,Salud,2013-2025,2013,2025,no,613,613,0,0.0,3281150303.98,3281150303.98,0.0
810,CASE-810,Bienestar Uniform Single-Bid Monopoly — Kit Wear,single_bid_capture,high,264411,KIT WEAR DE MEXICO SA DE CV,Trabajo,2020-2025,2020,2025,no,7,7,0,0.0,624968304.28,624968304.28,0.0
812,CASE-812,CDMX/Morelos Construction Single-Bid Capture — Multiservicios Javer,single_bid_capture,medium,25673,MULTISERVICIOS DE CONSTRUCCION AMBIENTAL Y RESTAURACION S.A. DE C.V.,Infraestructura,2006-2017,2006,2017,no,24,24,0,0.0,867798327.82,867798327.82,0.0
814,CASE-814,SCT Single-Bid Infrastructure Capture — CAMSA,single_bid_capture,medium,55923,CAMSA  INFRAESTRUCTURA S A P I DE CV,Infraestructura,2010-2013,2010,2013,no,8,8,0,0.0,822198020.4,822198020.4,0.0
817,CASE-817,Diconsa Rural Food Supply DA Abuse — Juntos a Nutrir,direct_award_abuse,high,209619,"JUNTOS A NUTRIR, S.A. DE C.V.",Agricultura,2017-2019,2017,2019,no,38,38,0,0.0,658583857.5,658583857.5,0.0
820,CASE-820,PEMEX PEP Single-Bid Capture - Zapata Internacional,single_bid_capture,medium,27506,ZAPATA INTERNACIONAL SA CV,Energia,2006-2007,2006,2007,no,3,3,0,0.0,1711453262.2,1711453262.2,0.0
822,CASE-822,PEMEX PEP Single-Bid Capture - Dragados Offshore de Mexico,single_bid_capture,medium,36960,"DRAGADOS OFFSHORE DE MÉXICO, S.A. DE C.V.",Energia,2008-2009,2008,2009,no,3,3,0,0.0,2909376079.78,2909376079.78,0.0
829,CASE-829,IMP Single-Bid Petroleum Intermediary — Recursos Omega,intermediary,medium,267312,RECURSOS OMEGA S DE RL DE CV,Energia,2021-2023,2021,2023,no,7,7,0,0.0,4734256325.0,4734256325.0,0.0
830,CASE-830,ZAGAL IMSS Direct Award Saturation,direct_award_abuse,medium,183321,COMERCIALIZADORA DE MULTIPLES PRODUCTOS ZAGAL SA DE CV,Salud,2016-2025,2016,2025,no,595,595,0,0.0,322346140.91,322346140.91,0.0
831,CASE-831,INFRAEXT SCT Infrastructure Single Bid Capture,single_bid_capture,medium,102693,INFRAEXT DE MEXICO SA DE CV,Infraestructura,2013-2018,2013,2018,no,60,60,0,0.0,669124838.59,669124838.59,0.0
832,CASE-832,TEGO 100% Single Bid State Judiciary and Energy,single_bid_capture,high,162140,CONSTRUCTORA TEGO SA DE CV,Energia,2015-2016,2015,2016,no,4,4,0,0.0,531107204.67,531107204.67,0.0
833,CASE-833,PHOENIX FARMACEUTICA Oaxaca Single Bid Pharma,single_bid_capture,high,67554,"PHOENIX FARMACEUTICA, S.A. DE C.V.",Salud,2012-2014,2012,2014,no,2,2,0,0.0,524901653.81,524901653.81,0.0
834,CASE-834,ARYVE Tamaulipas Construction Single Bid Capture,single_bid_capture,medium,102564,CONSTRUCCIONES ARYVE SA DE CV,Salud,2013-2022,2013,2022,no,27,27,0,0.0,680123360.57,680123360.57,0.0
836,CASE-836,ABEQU - Multi-State Construction 495M 100pct Single-Bid (2016-2019),intermediary,medium,190801,ABEQU SA DE CV,Salud,2016-2019,2016,2019,no,5,5,0,0.0,494528212.93,494528212.93,0.0
837,CASE-837,Inmobiliaria Barquin - Veracruz Duarte-Era Infrastructure 255M 100pct SB (2010-2013),institutional_capture,high,47792,INMOBILIARIA Y CONSTRUCTORA BARQUIN SA DE CV,Infraestructura,2010-2013,2010,2013,no,15,15,0,0.0,255369515.76,255369515.76,0.0
840,CASE-840,PEMEX Comercializadora Petrolera del Golfo intermediary,intermediary_capture,medium,54863,COMERCIALIZADORA PETROLERA DEL GOLFO,Energia,2010-2014,2010,2014,no,9,9,0,0.0,382543791.3,382543791.3,0.0
841,CASE-841,CONAVI/INDEP Corporativo DOEX single-bid capture,single_bid_capture,medium,181681,CORPORATIVO DE PROMOCIONES DOEX SA DE CV,Tecnologia,2016-2019,2016,2019,no,5,5,0,0.0,526642897.92,526642897.92,0.0
842,CASE-842,Azteca Infraestructura Veracruz single-bid network,single_bid_intermediary,medium,176200,AZTECA E INFRAESTRUCTURA DE MEXICO SA DE CV,Infraestructura,2016-2020,2016,2020,no,8,8,0,0.0,258992185.88,258992185.88,0.0
843,CASE-843,IEPSA Autotransportes Nieto Acosta industry mismatch,intermediary_capture,medium,144525,AUTOTRANSPORTES NIETO ACOSTA SA DE CV,Educacion,2014-2016,2014,2016,no,4,4,0,0.0,218210000.0,218210000.0,0.0
844,CASE-844,GRUPO BORSEN CDMX Obras Capture,institutional_capture,medium,171645,GRUPO BORSEN SA DE CV,Infraestructura,2015-2018,2015,2018,no,7,7,0,0.0,1064643016.55,1064643016.55,0.0
845,CASE-845,DESPENSAS y Provisiones State Food Supply SB,single_bid_capture,medium,183288,DESPENSAS Y PROVISIONES DE ALIMENTOS SA DE CV,Hacienda,2016-2018,2016,2018,no,3,3,0,0.0,924518432.44,924518432.44,0.0
846,CASE-846,DEISY LIZZETH Natural Person CFE Direct Award,ghost_company,medium,145583,DEISY LIZZETH REYES PACHECO,Energia,2014-2017,2014,2017,no,4,4,0,0.0,402607346.26,402607346.26,0.0
849,CASE-849,D&P Mexico PROSPERA Intermediary Shell,intermediary_shell,medium,177420,D&P MEXICO SERVICIOS DIGITALES SA DE CV,Trabajo,2016-2016,2016,2016,no,3,3,0,0.0,221173749.77,221173749.77,0.0
851,CASE-851,INGENIA AG Ghost Stepping-Stone,ghost_company,medium,256543,INGENIA AG SAS DE CV,Salud,2020-2024,2020,2024,no,94,94,0,0.0,287332783.6,287332783.6,0.0
856,CASE-856,CANARO Tampamolon Corona Municipal Ghost,ghost_company,high,224275,CONSTRUCCIONES E INMOBILIARIAS CANARO SA DE CV,Infraestructura,2016-2018,2016,2018,no,4,4,0,0.0,1711992754.65,1711992754.65,0.0
857,CASE-857,TRENA Multi-State Monopoly Single-Bid,bid_rigging,medium,2839,"TRENA, S.A. DE C.V.",Infraestructura,2002-2014,2002,2014,no,11,11,0,0.0,912277749.1,912277749.1,0.0
858,CASE-858,Transformacion Tecnologica Tamaulipas - PEMEX SB Capture,single_bid_capture,medium,41408,"TRANSFORMACION TECNOLOGICA DE TAMAULIPAS, S.A. DE C.V.",Energia,2009-2011,2009,2011,no,5,5,0,0.0,406736526.34,406736526.34,0.0
859,CASE-859,David Omar Garcia Garcia - Coahuila Finanzas SB Capture,institutional_capture,high,158943,DAVID OMAR GARCIA GARCIA,Hacienda,2015-2015,2015,2015,no,2,2,0,0.0,775216099.66,775216099.66,0.0
860,CASE-860,SCOI Soluciones Corporativas - Multi-Institution SB Capture,single_bid_capture,medium,116419,SCOI SOLUCIONES CORPORATIVAS INTEGRALES S DE RL DE CV,Hacienda,2013-2013,2013,2013,no,4,4,0,0.0,402148459.31,402148459.31,0.0
861,CASE-861,SACJAV - ISSSTE Single-Bid Capture,single_bid_capture,medium,35766,SACJAV S.A. DE C.V.,Educacion,2008-2010,2008,2010,no,3,3,0,0.0,418121011.92,418121011.92,0.0
862,CASE-862,Soluciones Saludables MTY - IMSS Institutional Capture,institutional_capture,medium,226303,"SOLUCIONES SALUDABLES MTY, S. DE R.L. DE C.V.",Salud,2018-2024,2018,2024,no,280,280,0,0.0,860606076.92,860606076.92,0.0
863,CASE-863,Comercializadora LINI - IMSS Capture Ring Pattern,institutional_capture,medium,148876,COMERCIALIZADORA LINI SA DE CV,Salud,2015-2025,2015,2025,no,4561,4561,0,0.0,977900280.0,977900280.0,0.0
865,CASE-865,Consorcio Empresarial Intertamps - Parastatal Direct Awards,direct_award_abuse,medium,208520,CONSORCIO EMPRESARIAL INTERTAMPS S DE RL DE CV,Educacion,2017-2018,2017,2018,no,4,4,0,0.0,225949751.21,225949751.21,0.0
871,CASE-871,Quimica Apollo SA - PEMEX/CFE Multi-Subsidiary SB Capture 4.86B,single_bid_capture,medium,7570,QUIMICA APOLLO S.A. DE C.V.,Energia,2002-2010,2002,2010,no,135,135,0,0.0,4856810262.27,4856810262.27,0.0
872,CASE-872,GPA Energy - PEP Single 4.84B SB Contract (2007),single_bid_capture,medium,32189,"GPA ENERGY, S.A. DE C.V.",Energia,2007-2007,2007,2007,no,1,1,0,0.0,4843378857.24,4843378857.24,0.0
873,CASE-873,Maritima de Ecologia - PEP Marine Services SB Capture 4.54B,single_bid_capture,medium,15242,"MARITIMA DE ECOLOGIA, S.A. DE C.V.",Energia,2003-2009,2003,2009,no,6,6,0,0.0,4542692202.11,4542692202.11,0.0
874,CASE-874,Meyer and Asociates - PEP Single-Bid Capture 4.32B,single_bid_capture,medium,15243,"MEYER & ASOCIATES, S.A. DE C.V.",Energia,2003-2007,2003,2007,no,3,3,0,0.0,4323216781.62,4323216781.62,0.0
876,CASE-876,PEMEX SB Capture -- Construcciones Mecanicas Monclova,single_bid_capture,medium,15447,"CONSTRUCCIONES MECÁNICAS MONCLOVA, S.A. DE C.V.",Energia,2003-2010,2003,2010,no,14,14,0,0.0,3369806414.97,3369806414.97,0.0
877,CASE-877,PEMEX SB Capture -- Global Drilling Fluids de Mexico,single_bid_capture,medium,15279,"GLOBAL DRILLING FLUIDS DE MÉXICO, S.A. DE C.V.",Energia,2003-2010,2003,2010,no,7,7,0,0.0,3283768392.79,3283768392.79,0.0
878,CASE-878,Casa de Moneda Metals Monopoly - OMEGA ALEACIONES,institutional_capture,medium,152287,OMEGA ALEACIONES SA DE CV,Hacienda,2015-2025,2015,2025,no,18,18,0,0.0,2749783237.04,2749783237.04,0.0
879,CASE-879,Diconsa/Alimentacion Food Distribution Monopoly - ACEITES GRASAS,institutional_capture,medium,44987,"ACEITES GRASAS Y DERIVADOS, S.A. DE C.V.",Agricultura,2010-2025,2010,2025,no,3768,3768,0,0.0,2482994629.61,2482994629.61,0.0
880,CASE-880,ETN TURISTAR LUJO - INM Institution Capture,institution_capture,medium,148090,ETN TURISTAR LUJO SA DE CV,Agricultura,NONE,,,no,41,41,0,0.0,2877987742.91,2877987742.91,0.0
881,CASE-881,GRUPO INDUSTRIAL VIDA - Diconsa Food Distribution Monopoly,institutional_capture,medium,25627,"GRUPO INDUSTRIAL VIDA, S.A. DE C.V.",Agricultura,NONE,,,no,3518,3518,0,0.0,1700921688.19,1700921688.19,0.0
882,CASE-882,CONSORCIO EMPRESARIAL ADPER - Infrastructure Intermediary Network,intermediary,medium,128027,CONSORCIO EMPRESARIAL ADPER SA DE CV,Infraestructura,2014-2018,2014,2018,no,8,8,0,0.0,2968915795.62,2968915795.62,0.0
884,CASE-884,IMSS Medical Device Ghost Company - Orthopbone & Spine,ghost_company,high,285316,ORTHOPBONE & SPINE SA DE CV,Salud,2022-2025,2022,2025,no,96,96,0,0.0,2613471776.48,2613471776.48,0.0
885,CASE-885,FOJA INGENIEROS Construction Contracts - Single-Bid Capture,single_bid_capture,high,28510,"FOJA INGENIEROS CONSTRUCTORES, S.A. DE C.V.",Infraestructura,2006-2020,2006,2020,no,53,53,0,0.0,1340185138.89,1340185138.89,0.0
891,CASE-891,IMSS Cleaners & Medical Supplies Capture — Grupo Moravi,institutional_capture,medium,4690,"GRUPO MORAVI, S.A. DE C.V.",Salud,2002-2025,2002,2025,no,2360,2360,0,0.0,518494510.37,518494510.37,0.0
892,CASE-892,IMSS Sterilization & Packaging Monopoly — Especialistas en Esterilizacion y Envase,institutional_capture,medium,2866,"ESPECIALISTAS EN ESTERILIZACIÓN Y ENVASE, S.A. DE C.V.",Salud,2002-2025,2002,2025,no,2934,2934,0,0.0,2937511445.61,2937511445.61,0.0
893,CASE-893,Industrial Solutions INM/BANMEX Single Bid Intermediary,single_bid_capture,medium,42524,"INDUSTRIAL  SOLUTIONS DE MEXICO, S.A. DE C.V.",Defensa,2009-2024,2009,2024,no,75,75,0,0.0,345054404.38,345054404.38,0.0
896,CASE-896,Servicios Medicos y de Equipamiento SA de CV - IMSS Institutional Capture,institutional_capture,high,60561,SERVICIOS MEDICOS Y DE EQUIPAMIENTO SA DE CV,Salud,2010-2025,2010,2025,no,172,172,0,0.0,2026355169.28,2026355169.28,0.0
898,CASE-898,SCT Pavimentos y Caminos Capture,single_bid_capture,high,10051,"TERRACERIAS, PAVIMENTOS Y CAMINOS S.A. DE C.V.",Infraestructura,2002-2022,2002,2022,no,109,109,0,0.0,2358717824.36,2358717824.36,0.0
899,CASE-899,SCT Ingenieros y Equipos Capture,single_bid_capture,high,3214,INGENIEROS Y EQUIPOS MECANICOS S.A. DE C.V.,Infraestructura,2002-2025,2002,2025,no,98,98,0,0.0,2257314378.79,2257314378.79,0.0
