case_id,case_code,case_name,case_type,confidence_level,vendor_id,vendor_name,sector,year_window,year_start,year_end,has_institution_filter,total_contracts,in_window_contracts,out_window_contracts,noise_pct,total_value_mxn,in_window_value_mxn,out_window_value_mxn
3,IMSS_GHOST_COMPANIES_2012_2018,IMSS Ghost Company Network,ghost_company,high,4335,"LABORATORIOS PISA, S.A. DE C.V.",Salud,2012-2018,2012,2018,no,9173,2073,7100,77.4,55384742776.44,7267651886.85,48117090889.59
1,COVID_PROCUREMENT_2020_2021,COVID-19 Emergency Procurement Irregularities,embezzlement,medium,13885,"DISTRIBUIDORA INTERNACIONAL DE MEDICAMENTOS Y EQUIPO MEDICO, S.A. DE C.V.",Salud,2020-2022,2020,2022,no,4305,48,4257,98.9,51383432749.98,726730520.95,50656702229.03
5,SEGALMEX,Segalmex Food Distribution Fraud,procurement_fraud,high,10775,"LICONSA, S.A. DE C.V.",Agricultura,2019-2023,2019,2023,no,5858,1787,4071,69.5,4223248101.38,1380470314.7,2842777786.69
168,FARMACEUTICOS_MAYPO_BIRMEX_ASF,Farmaceuticos MAYPO BIRMEX Sub-Contract 88B 82%DA - ASF Documented,monopoly,medium,2873,FARMACEUTICOS MAYPO S.A DE C.V,Salud,2010-2025,2010,2025,no,18216,16712,1504,8.3,86243450104.16,78807705371.02,7435744733.14
119,EFECTIVALE_GUARDIA_NACIONAL_FUEL_DA_2020,Efectivale S de RL de CV — Guardia Nacional 3.13B Fuel/Voucher Services (2.08B Single DA 2020),overpricing,medium,64,"EFECTIVALE,S.A. DE C.V.",Energia,2019-2025,2019,2025,no,1150,0,1150,100.0,15252270790.34,0.0,15252270790.34
181,FARMACOS_ESP_CENSIDA_HIV_DA_2350M,Farmacos Especializados CENSIDA HIV Drug Direct Award Monopoly 2.35B,procurement_fraud,medium,506,"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",Salud,2010-2013,2010,2013,no,1384,302,1082,78.2,12413748527.76,4148688047.39,8265060480.37
67,VITALMEX_IMSS_COVID_OVERPRICING_2019,"Vitalmex Internacional SA de CV — IMSS/ISSSTE 32B COVID-Era Medical Supply Overpricing (70-78% DA, 2019-2024)",overpricing,medium,4325,"VITALMEX INTERNACIONAL, S.A. DE C.V.",Salud,2005-2020,2005,2020,no,999,471,528,52.9,32038499919.3,17184597642.18,14853902277.12
88,VITALMEX_ISSSTE_CARDIOVASCULAR_MONOPOLY_2002,Vitalmex Internacional SA de CV — 32.06B ISSSTE+IMSS+SEDENA (15.44B ISSSTE @72.8%DA cardiovascular monopoly),overpricing,high,4325,"VITALMEX INTERNACIONAL, S.A. DE C.V.",Salud,2005-2020,2005,2020,no,999,471,528,52.9,32038499919.3,17184597642.18,14853902277.12
165,VITALMEX_COFECE_CARTEL_MEDICO,Vitalmex Group COFECE Medical Equipment Cartel ~101B MXN,monopoly,high,4325,"VITALMEX INTERNACIONAL, S.A. DE C.V.",Salud,2005-2020,2005,2020,no,999,471,528,52.9,32038499919.3,17184597642.18,14853902277.12
87,GRUPO_JACARIC_IMSS_DA_2021,"Grupo Jacaric SA de CV — IMSS 776M (610M DA cluster 2021, 95.3%DA, 1162 contracts, no RFC)",overpricing,high,168261,"GRUPO JACARIC, S.A. DE C.V.",Salud,2019-2022,2019,2022,no,1140,640,500,43.9,772790933.73,751149973.98,21640959.75
145,INFRA_OXIGENO_MEDICINAL_DA_TREND,Infra SA de CV Medical Oxygen Monopoly Trending 75%DA - 41.82B,monopoly,low,1378,"INFRA, S.A. DE C.V.",Salud,2010-2025,2010,2025,no,4283,3793,490,11.4,41753374864.71,30185978431.52,11567396433.19
854,CASE-854,Interbiol - CNEGSR/CENAPRECE DA Capture,institutional_capture,medium,4360,"INTERBIOL, S.A. DE C.V.",Salud,2019-2020,2019,2020,no,502,18,484,96.4,914543038.15,587190199.1,327352839.05
15,EDENRED_VOUCHER_MONOPOLY,Government Voucher Monopoly (Edenred),procurement_fraud,medium,44372,EDENRED MEXICO SA DE CV,Energia,2010-2024,2010,2024,no,2898,2439,459,15.8,38590793849.83,32892354230.58,5698439619.25
848,CASE-848,ARTIMEDICA IMSS Capture,institutional_capture,medium,5256,ARTIMEDICA  S.A. DE C.V.,Salud,2013-2025,2013,2025,no,1579,1128,451,28.6,907606520.45,531070436.73,376536083.72
165,VITALMEX_COFECE_CARTEL_MEDICO,Vitalmex Group COFECE Medical Equipment Cartel ~101B MXN,monopoly,high,4427,SELECCIONES MEDICAS S.A. DE C.V.,Salud,2005-2020,2005,2020,no,2102,1685,417,19.8,14548932020.69,12853243641.53,1695688379.16
1,COVID_PROCUREMENT_2020_2021,COVID-19 Emergency Procurement Irregularities,embezzlement,medium,5196,"IMPORTADORA Y MANUFACTURERA BRULUART, S.A.",Salud,2020-2022,2020,2022,no,584,192,392,67.1,6184661989.75,1374130713.54,4810531276.21
757,CASE-757,DIBITER -- IMSS/ISSSTE Pharma DA Concentration,direct_award_capture,medium,13287,"DIBITER, S.A. DE C.V.",Salud,2011-2020,2011,2020,no,705,350,355,50.4,4562604598.34,3272357185.46,1290247412.88
350,PROBIOMED_BIOSIMILAR_IMSS_2002_2025,Probiomed — Concentración Biosimilares IMSS,concentrated_monopoly,low,5212,"PROBIOMED, S.A. DE C.V.",Salud,2008-2025,2008,2025,no,808,471,337,41.7,8135529542.35,7157054475.06,978475067.29
91,NOVAG_INFANCIA_IMSS_EMERGENCY_2025,"Novag Infancia SA de CV — 4.32B IMSS+INSABI (869M ""caso fortuito"" 2025, INSABI 98.9%DA, no RFC)",procurement_fraud,medium,5222,"NOVAG INFANCIA, S.A. DE C.V.",Salud,2014-2025,2014,2025,no,650,331,319,49.1,4349161942.01,3698579528.8,650582413.21
5,SEGALMEX,Segalmex Food Distribution Fraud,procurement_fraud,high,155246,"AGROASEMEX, S.A.",Hacienda,2019-2023,2019,2023,no,439,136,303,69.0,27110454301.76,9967458154.36,17142996147.4
778,CASE-778,IMSS Psychiatric Pharma DA Capture - Psicofarma,institutional_capture,medium,3848,"PSICOFARMA, S.A. DE C.V.",Salud,2010-2025,2010,2025,no,1122,822,300,26.7,4096152393.17,3544161211.22,551991181.95
1,COVID_PROCUREMENT_2020_2021,COVID-19 Emergency Procurement Irregularities,embezzlement,medium,26793,"LOMEDIC, S.A. DE C.V.",Salud,2020-2022,2020,2022,no,286,0,286,100.0,534400516.36,0.0,534400516.36
351,REACTIVOS_QUIMICOS_HEMODIALISIS_2002_2025,Reactivos y Químicos — Monopolio Reactivos + Hemodiálisis,concentrated_monopoly,medium,5957,"REACTIVOS Y QUIMICOS, S.A. DE C.V.",Salud,2008-2025,2008,2025,no,749,477,272,36.3,7840570575.55,7371777997.6,468792577.95
751,CASE-751,Laboratorios Alpharma - IMSS pharma DA capture (2010-2023 regime shift),direct_award_abuse,medium,5220,LABORATORIOS ALPHARMA S.A. DE C.V.,Salud,2010-2023,2010,2023,no,853,584,269,31.5,2922771154.25,1313894106.01,1608877048.24
867,CASE-867,Viter Medical - IMSS Medical Supply Concentration 1.0B (2019-2023),institutional_capture,medium,148992,"VITER MEDICAL, S.A. DE C.V.",Salud,2019-2023,2019,2023,no,618,351,267,43.2,1102865436.41,858103052.31,244762384.1
261,DIMM_EQUIPO_MEDICO_COVID_IMSS_DA,Distribuidora Equipo Medico Industrial Mexico - Consumibles IMSS DA COVID,procurement_fraud,medium,26454,DISTRIBUIDORA DE EQUIPO MEDICO E INDUSTRIAL DE MEXICO SA DE CV,Salud,2019-2020,2019,2020,no,277,31,246,88.8,6734907349.5,5780084897.79,954822451.71
65,INSTRUMENTOS_FALCON_IMSS_DA_RING_2010,"Instrumentos y Equipos Falcon SA de CV — IMSS/ISSSTE 31B Medical Equipment DA Ring (65-89% DA rate, 2010+)",overpricing,medium,1361,"INSTRUMENTOS Y EQUIPOS FALCON, S.A. DE C.V.",Salud,2010-2025,2010,2025,no,1796,1553,243,13.5,31077914749.57,25074800536.71,6003114212.86
144,ABALAT_BLOOD_BANK_NATIONAL_INSTITUTES_DA,Abalat SA de CV Blood Bank Services National Health Institutes 68%DA,monopoly,high,17700,"ABALAT, S.A. DE C.V.",Salud,2008-2025,2008,2025,no,3265,3024,241,7.4,8360283584.37,8271424680.44,88858903.93
172,COMERCIALIZADORA_PRODUCTOS_INST_IMSS_MEDICAMENTOS,Comercializadora Productos Institucionales IMSS+ISSSTE Medicines 27%DA - 23.41B,procurement_fraud,medium,4636,"COMERCIALIZADORA DE PRODUCTOS INSTITUCIONALES, S.A. DE C.V.",Salud,2005-2025,2005,2025,no,1811,1580,231,12.8,23252145384.54,22291075046.69,961070337.85
152,PRAXAIR_MEXICO_OXIGENO_PEMEX_GAS,Praxair Mexico Medical Oxygen PEMEX Gas 67%DA - 17.82B,monopoly,low,1486,"PRAXAIR MÉXICO, S.DE R.L. DE C.V.",Salud,2010-2025,2010,2025,no,2794,2568,226,8.1,17741066938.94,10649369639.6,7091697299.34
12,TOKA_IT_MONOPOLY,Toka Government IT Monopoly,procurement_fraud,high,102627,TOKA INTERNACIONAL S A P I DE CV,Educacion,2015-2024,2015,2024,no,1944,1719,225,11.6,51805881609.58,45874883690.37,5930997919.21
104,RALCA_IMSS_ISSSTE_PHARMA_MONOPOLY,"Ralca SA de CV — IMSS/ISSSTE 25.1B Pharmaceutical Dual-Institution Monopoly (68.5%DA, 5257 contracts)",procurement_fraud,high,1544,"RALCA, S.A. DE C.V.",Salud,2005-2025,2005,2025,no,5198,4982,216,4.2,25080679340.97,24442097794.49,638581546.48
183,EFECTIVALE_VOUCHER_PREDECESSOR_MONOPOLY_15B,Efectivale SA de CV Government Voucher Predecessor Monopoly 15.25B (2002-2010),procurement_fraud,medium,64,"EFECTIVALE,S.A. DE C.V.",Energia,2005-2010,2005,2010,no,1150,939,211,18.3,15252270790.34,13957574445.58,1294696344.76
123,AIRBUS_SLC_GUARDIA_NACIONAL_TETRA_DA,Airbus SLC SA de CV — Guardia Nacional 2.04B TETRA Radio System 100%DA Technology Monopoly,monopoly,medium,43963,AIRBUS SLC SA DE CV,Infraestructura,2020-2025,2020,2025,no,226,31,195,86.3,2146798055.6,1479920137.26,666877918.34
809,CASE-809,ISSSTE Pharma Distributor Capture -- Comercializadora Salymed,procurement_capture,medium,83456,COMERCIALIZADORA SALYMED SA DE CV,Salud,2017-2018,2017,2018,no,227,32,195,85.9,368693400.34,246922345.65,121771054.69
804,CASE-804,AMBIDERM IMSS Medical Supplies DA Capture,institutional_capture,medium,4379,"AMBIDERM, S.A. DE C.V.",Salud,2015-2025,2015,2025,no,1534,1342,192,12.5,3320844179.21,2720021845.55,600822333.66
84,CENTRUM_PROMOTORA_MEDICAL_MONOPOLY_2002,"Centrum Promotora Internacional SA de CV — 17.76B IMSS+ISSSTE+SEDENA Medical Services Ring (rs=0.946, 2025 DA surge)",overpricing,medium,4715,CENTRUM PROMOTORA INTERNACIONAL S.A. DE C.V,Salud,2005-2020,2005,2020,no,629,443,186,29.6,17626512350.59,12490333444.88,5136178905.72
165,VITALMEX_COFECE_CARTEL_MEDICO,Vitalmex Group COFECE Medical Equipment Cartel ~101B MXN,monopoly,high,4715,CENTRUM PROMOTORA INTERNACIONAL S.A. DE C.V,Salud,2005-2020,2005,2020,no,629,443,186,29.6,17626512350.59,12490333444.88,5136178905.72
171,SAVI_DISTRIBUCIONES_IMSS_ISSSTE_MEDICAL_DA,Savi Distribuciones IMSS+ISSSTE Medical Supply 22%DA - 17.15B,procurement_fraud,medium,3846,SAVI DISTRIBUCIONES S.A. DE C.V.,Salud,2005-2025,2005,2025,no,1212,1027,185,15.3,17153073609.26,16535853243.67,617220365.59
805,CASE-805,JUSTESA IMAGEN IMSS Medical Imaging DA Capture,institutional_capture,medium,4394,"JUSTESA IMAGEN MEXICANA, S.A DE C.V.",Salud,2015-2025,2015,2025,no,1088,912,176,16.2,2450167831.53,2333677363.51,116490468.02
386,ABASTOS_DISTRIBUCIONES_GUARDIA_FOOD,Abastos y Distribuciones Institucionales - Alimentación Guardia Nacional/DIF,institution_capture,medium,6784,ABASTOS Y DISTRIBUCIONES INSTITUCIONALES S.A. DE C.V.,Salud,2010-2025,2010,2025,no,864,692,172,19.9,6828096959.9,6712255265.65,115841694.25
89,ULTRA_LABORATORIOS_IMSS_EMERGENCY_SURGE_2025,"Ultra Laboratorios SA de CV — IMSS 7.52B (2025 emergency DA cluster: ""caso fortuito"" + failed-tender DAs, no RFC)",procurement_fraud,high,19551,ULTRA LABORATORIOS S.A DE C.V,Salud,2016-2025,2016,2025,no,761,606,155,20.4,7514648864.16,7441475299.17,73173564.99
5,SEGALMEX,Segalmex Food Distribution Fraud,procurement_fraud,high,229178,D SAZON SEGURIDAD ALIMENTARIA SA DE CV,Salud,2019-2023,2019,2023,no,241,91,150,62.2,592630786.27,315201478.38,277429307.89
897,CASE-897,Global Business Group SA de CV - IMSS Institutional Capture,institutional_capture,medium,19543,GLOBAL BUSINESS GROUP S.A. DE C.V.,Salud,2017-2022,2017,2022,no,485,340,145,29.9,2120560041.06,1666288208.34,454271832.72
853,CASE-853,Farmaceutica Althos - ISSSTE DA Capture,institutional_capture,medium,40425,"FARMACEUTICA ALTHOS, S.A. DE C.V.",Salud,2015-2022,2015,2022,no,1053,910,143,13.6,642568885.91,494175358.48,148393527.43
250,DISTRIBUIDORA_QUIMICA_GAP_IMSS_BANCO_SANGRE_DA,Distribuidora Quimica y Hospitalaria GAP: IMSS 1.13B blood bank service contract + DA medical supplies - 1.33B,overpricing,medium,101951,DISTRIBUIDORA QUIMICA Y HOSPITALARIA GAP SA DE CV,Salud,2019-2022,2019,2022,no,235,93,142,60.4,1326556754.25,1285916235.4,40640518.85
895,CASE-895,PRODUCTOS STANTON — IMSS Medical Supply Institutional Capture (2017-2023),institutional_capture,high,6829,"PRODUCTOS STANTON, S.A. DE C.V.",Salud,2017-2023,2017,2023,no,631,493,138,21.9,2656565037.53,2025750671.06,630814366.47
316,FARMACOS_ESPECIALIZADOS_SUPPLY_CHAIN_2002_2010,Farmacos Especializados - Operador Cadena Suministro 7.04B Sin RFC ISSSTE/IMSS 2002-2010,concentrated_monopoly,medium,1545,FARMACOS ESPECILIAZDOS S.A. DE C.V.,Salud,2005-2010,2005,2010,no,566,431,135,23.9,7039540073.96,6413244053.84,626296020.12
26,MULTICORPORACION_BREXOT_COVID_ISSSTE_2020,Multicorporacion Brexot — COVID ISSSTE Medical Equipment Fraud (2020),procurement_fraud,high,1144,"CONSTRUCTORA Y PAVIMENTADORA VISE, S.A. DE C.V.",Infraestructura,2020-2020,2020,2020,no,133,0,133,100.0,5648119682.0,0.0,5648119682.0
27,LABORATORIOS_IMPERIALES_PHARMA_VACCINE_2018,Grupo Laboratorios Imperiales Pharma — Vaccine Intermediary SSA/IMSS (2018),overpricing,high,1154,"PAVIMENTACIONES CAMINOS Y COMPACTACIONES, S.A. DE C.V.",Infraestructura,2017-2018,2017,2018,no,130,1,129,99.2,5590823440.29,51059841.92,5539763598.37
1061,CASE-1061,PEMEX 96.8% 78% DA Pharmaceutical Capture - Farmaceutico Empresarial Martinez,institutional_capture,high,20187,FARMACEUTICO EMPRESARIAL MARTINEZ SA DE CV,Salud,2010-2015,2010,2015,no,282,158,124,44.0,520273986.71,510057627.16,10216359.55
66,SELECCIONES_MEDICAS_CENTRO_IMSS_2010,"Selecciones Medicas del Centro SA de CV — IMSS/ISSSTE 16.3B Medical Ring (60-72% DA, shift from 0% pre-2010)",overpricing,medium,31371,"SELECCIONES MEDICAS DEL CENTRO, S.A. DE C.V.",Salud,2010-2025,2010,2025,no,1307,1186,121,9.3,16163489491.74,12700466074.14,3463023417.6
103,DELMAN_INTERNACIONAL_CONALITEG_PAPER_MONOPOLY,"Delman Internacional SA de CV — CONALITEG Paper Monopoly 4.07B (84.4%DA, textbook supply chain capture)",procurement_fraud,medium,17657,"DELMAN INTERNACIONAL, S.A. DE C.V.",Educacion,2014-2025,2014,2025,no,610,489,121,19.8,4070748388.33,3501924746.4,568823641.93
192,SODEXO_MOTIVATION_GOVT_VOUCHER_ECOSYSTEM_8B,Sodexo Motivation Solutions Govt Voucher Ecosystem 8.79B (2002-2024),procurement_fraud,medium,474,"SODEXO MOTIVATION SOLUTIONS MÉXICO, S.A. DE C.V.",Energia,2005-2024,2005,2024,no,1203,1085,118,9.8,8750239159.74,7976308093.98,773931065.76
1,COVID_PROCUREMENT_2020_2021,COVID-19 Emergency Procurement Irregularities,embezzlement,medium,42890,FARMACEUTICOS MAYPO,Salud,2020-2022,2020,2022,no,140,23,117,83.6,43608632.26,10548043.61,33060588.65
213,VIVERES_DULCINEA_APBSA_DICONSA_ALIMENTOS_100DA,Viveres San Rafael + Comercializadora Dulcinea APBSA/DICONSA Food Supply 100%DA - 1.61B,monopoly,medium,199011,"VIVERES DE SAN RAFAEL, S.A. DE C.V.",Agricultura,2020-2025,2020,2025,no,404,287,117,29.0,817945329.4,560878677.4,257066652.0
259,MEDICAL_DIMEGAR_IMSS_MEDICAL_CONSUMABLES_DA_54PCT,Medical Dimegar SA de CV IMSS Medical Consumables/Devices DA Ring 54%DA - 2.30B,procurement_fraud,high,4421,"MEDICAL DIMEGAR, S.A DE C.V.",Salud,2005-2025,2005,2025,no,1353,1241,112,8.3,2084417807.55,2030113128.66,54304678.89
1,COVID_PROCUREMENT_2020_2021,COVID-19 Emergency Procurement Irregularities,embezzlement,medium,124393,CYBER ROBOTIC SOLUTIONS SA DE CV,Salud,2020-2022,2020,2022,no,139,29,110,79.1,2038904727.71,298990315.0,1739914412.71
165,VITALMEX_COFECE_CARTEL_MEDICO,Vitalmex Group COFECE Medical Equipment Cartel ~101B MXN,monopoly,high,28769,GRUPO VITALMEX S.A. DE C.V.,Salud,2005-2020,2005,2020,no,101,1,100,99.0,1809063326.59,3810445.0,1805252881.59
875,CASE-875,IMSS/State Food Capture -- La Cosmopolitana (Grupo Kosmos),institutional_capture,medium,4404,LA COSMOPOLITANA S.A. DE C.V.,Salud,2010-2019,2010,2019,no,367,267,100,27.2,4849731675.94,3559079021.16,1290652654.78
90,LABORATORIOS_JAYOR_IMSS_EMERGENCY_SURGE_2025,"Laboratorios Jayor SA de CV — 5.13B IMSS+INSABI (2025 emergency cluster: 665M+663M ""caso fortuito"", no RFC)",procurement_fraud,high,13491,"LABORATORIOS JAYOR, S.A. DE C.V.",Salud,2018-2025,2018,2025,no,549,450,99,18.0,5054071762.16,4958158734.61,95913027.55
838,CASE-838,SYNCOM International CFE Capture,institutional_capture,medium,15385,"SYNCOM INTERNATIONAL, S.A. DE C.V.",Energia,2010-2017,2010,2017,no,340,247,93,27.4,265060991.09,193289878.99,71771112.1
64,HEMOSER_IMSS_COVID_SPLITTING_2020,"HEMOSER SA de CV — IMSS 17.2B COVID Medical Supply Same-Day Threshold Splitting (12 contracts Aug 2, 2023)",bid_rigging,high,6038,"HEMOSER, S.A. DE C.V.",Salud,2008-2025,2008,2025,no,391,307,84,21.5,17160651868.93,16891709857.15,268942011.78
798,CASE-798,Tecno Logica Mexicana IMSS direct-award capture,institutional_capture,medium,43649,TECNO LOGICA MEXICANA,Salud,2016-2020,2016,2020,no,138,59,79,57.2,407414433.27,304001323.37,103413109.9
165,VITALMEX_COFECE_CARTEL_MEDICO,Vitalmex Group COFECE Medical Equipment Cartel ~101B MXN,monopoly,high,35633,VITALMEX COMERCIAL S.A. DE C.V.,Salud,2005-2020,2005,2020,no,297,220,77,25.9,1835899579.77,1754186782.7,81712797.07
153,TELMEX_TELECOM_GOBIERNO_MONOPOLY_DA,TELMEX Government Telecom Monopoly 77%DA - 20.55B,monopoly,medium,473,"TELEFONOS DE MEXICO, S.A.B DE C.V.",Infraestructura,2008-2025,2008,2025,no,2392,2325,67,2.8,20489475560.89,17982052040.48,2507423520.41
159,PIGUDI_GASTRONOMICO_IMSS_HOSPEDAJE_DA,Pigudi Gastronomico IMSS Hospitality Transport 58%DA - 4.00B,procurement_fraud,high,73795,"PIGUDI GASTRONOMICO, S.A. DE C.V.",Salud,2018-2025,2018,2025,no,130,64,66,50.8,3982750311.22,3663135486.14,319614825.08
159,PIGUDI_GASTRONOMICO_IMSS_HOSPEDAJE_DA,Pigudi Gastronomico IMSS Hospitality Transport 58%DA - 4.00B,procurement_fraud,high,73795,"PIGUDI GASTRONOMICO, S.A. DE C.V.",Salud,2018-2025,2018,2025,no,130,64,66,50.8,3982750311.22,3663135486.14,319614825.08
291,CORPORATIVO_GIORMAR_IMPLANTES_ORTOPEDICOS_ISSSTE_SEDENA_2018_2022,Corporativo Giormar — Implantes Ortopédicos ISSSTE/SEDENA Sin RFC (3.95B sobreprecio),overpricing,medium,56666,CORPORATIVO GIORMAR DE MEXICO,Salud,2018-2022,2018,2022,no,93,27,66,71.0,3953417764.53,2485361887.56,1468055876.97
291,CORPORATIVO_GIORMAR_IMPLANTES_ORTOPEDICOS_ISSSTE_SEDENA_2018_2022,Corporativo Giormar — Implantes Ortopédicos ISSSTE/SEDENA Sin RFC (3.95B sobreprecio),overpricing,medium,56666,CORPORATIVO GIORMAR DE MEXICO,Salud,2018-2022,2018,2022,no,93,27,66,71.0,3953417764.53,2485361887.56,1468055876.97
5,SEGALMEX,Segalmex Food Distribution Fraud,procurement_fraud,high,38534,"DICONSA, S.A. DE C.V.",Salud,2019-2023,2019,2023,no,94,29,65,69.1,2095303755.31,1110531495.02,984772260.29
290,INTELICAM_CFE_RED_ELECTRICA_SOBREPRECIO_2016,INTELICAM — CFE Red Eléctrica 14.5 km a 251M MXN/km (4.87B sobreprecio),overpricing,medium,46663,"INTEGRACION DE SOLUCIONES ELECTRICAS Y DE MANTENIMIENTO, INTELICAM SA DE CV",Energia,2016-2016,2016,2016,no,85,21,64,75.3,4871032322.63,4785661743.37,85370579.26
290,INTELICAM_CFE_RED_ELECTRICA_SOBREPRECIO_2016,INTELICAM — CFE Red Eléctrica 14.5 km a 251M MXN/km (4.87B sobreprecio),overpricing,medium,46663,"INTEGRACION DE SOLUCIONES ELECTRICAS Y DE MANTENIMIENTO, INTELICAM SA DE CV",Energia,2016-2016,2016,2016,no,85,21,64,75.3,4871032322.63,4785661743.37,85370579.26
236,ROGERI_IMSS_MEDICAL_SUPPLY_DA_MONOPOLY_65PCT,Rogeri SA de CV IMSS Medical Supply DA Monopoly 65.8%DA - 2.59B,procurement_fraud,high,4483,"ROGERI, S.A. DE C.V.",Salud,2005-2025,2005,2025,no,1185,1128,57,4.8,2587270399.4,2553103415.8,34166983.6
147,GALIA_TEXTIL_IMSS_MATERIAL_CURACION_DA,Galia Textil SA de CV IMSS Medical Materials (Curacion) 60%DA,procurement_fraud,medium,5299,"GALIA TEXTIL, S.A. DE C.V.",Salud,2005-2025,2005,2025,no,1898,1843,55,2.9,7444319594.82,7371545659.9,72773934.92
310,LANDSTEINER_SCIENTIFIC_ARV_MONOPOLY_2019_2025,Landsteiner Scientific — Monopolio ARV/Diagnóstico IMSS Sin RFC 6.66B MXN,concentrated_monopoly,medium,5724,LANDSTEINER SCIENTIFIC S.A. DE C.V.,Salud,2005-2025,2005,2025,no,286,233,53,18.5,6651660323.2,6475734343.05,175925980.15
310,LANDSTEINER_SCIENTIFIC_ARV_MONOPOLY_2019_2025,Landsteiner Scientific — Monopolio ARV/Diagnóstico IMSS Sin RFC 6.66B MXN,concentrated_monopoly,medium,5724,LANDSTEINER SCIENTIFIC S.A. DE C.V.,Salud,2005-2025,2005,2025,no,286,233,53,18.5,6651660323.2,6475734343.05,175925980.15
14,SAT_SIXSIGMA_RIGGING,SAT Tender Rigging (SixSigma),bid_rigging,high,43904,SIXSIGMA NETWORKS MEXICO,Hacienda,2015-2024,2015,2024,no,147,95,52,35.4,28349478531.88,19633565970.81,8715912561.07
19,MAINBIT_SEGOB_MONOPOLY,SEGOB-Mainbit IT Monopoly (Osorio Chong Era),procurement_fraud,high,981,"MAINBIT, S.A. DE C.V.",Hacienda,2005-2025,2005,2025,no,602,550,52,8.6,21555514301.47,21241737892.85,313776408.62
3,IMSS_GHOST_COMPANIES_2012_2018,IMSS Ghost Company Network,ghost_company,high,19852,DISTRIBUIDORA QUIRURGICA NACIONAL S.A.DE C.V.,Salud,2012-2018,2012,2018,no,84,33,51,60.7,17266433.66,9110026.03,8156407.63
126,INDUSTRIAL_PATRONA_DICONSA_DA,Industrial Patrona DICONSA 100%DA Food Distribution,procurement_fraud,medium,45184,"INDUSTRIAL PATRONA, S.A. DE C.V.",Agricultura,2010-2024,2010,2024,no,4419,4369,50,1.1,3915390208.88,3867301127.28,48089081.6
750,CASE-750,Proteccion Resguardo - multi-institution security services bid-rigging,bid_rigging,high,31776,"PROTECCION RESGUARDO Y SERVICIOS EMPRESARIALES, S.A. DE C.V.",Salud,2013-2024,2013,2024,no,180,130,50,27.8,1021826067.82,952905815.88,68920251.94
816,CASE-816,IMSS Maintenance Capture — FJ Representaciones,institutional_capture,medium,31542,FJ REPRESENTACIONES SA DE CV,Salud,2016-2025,2016,2025,no,260,210,50,19.2,1026898935.42,997359774.04,29539161.38
79,COMERCIALIZADORA_COLUMBIA_SEGALMEX_2022,"Comercializadora Columbia SAPI de CV — SEGALMEX 529M DA (385M single DA 2022, Inc. May 1991)",procurement_fraud,medium,61022,"COMERCIALIZADORA COLUMBIA, S.A. DE C.V.",Agricultura,2019-2025,2019,2025,no,61,12,49,80.3,1689670728.62,6736741.0,1682933987.62
165,VITALMEX_COFECE_CARTEL_MEDICO,Vitalmex Group COFECE Medical Equipment Cartel ~101B MXN,monopoly,high,6038,"HEMOSER, S.A. DE C.V.",Salud,2005-2020,2005,2020,no,391,342,49,12.5,17160651868.93,9945922376.92,7214729492.01
743,CASE-743,IVG COMERCIALIZADORA - FGR/PGR DA Capture,direct_award_abuse,medium,20900,"IVG COMERCIALIZADORA, S. A. DE C. V.",Gobernacion,2015-2025,2015,2025,no,211,163,48,22.7,360914277.26,239968105.22,120946172.04
823,CASE-823,IMSS Surgical Instrument Maintenance — Persona Fisica Capture,single_bid_capture,medium,58850,JOSE MANUEL TRONCO VAZQUEZ,Salud,2015-2018,2015,2018,no,65,17,48,73.8,425981269.84,412005227.19,13976042.65
216,CASA_PLARRE_IMSS_ISSSTE_ANESTESIA_GAS_DA_MONOPOLY,Casa Plarre IMSS+ISSSTE Anesthesia Gas Service DA Monopoly 46.5%DA - 6.18B,procurement_fraud,high,6842,"CASA PLARRE, S.A. DE C.V.",Salud,2011-2025,2011,2025,no,490,443,47,9.6,6147690822.98,5878310682.28,269380140.7
212,AGENCIA_DIGITAL_CINETIKA_GOBIERNO_CONTENIDOS_100DA,Agencia Digital + Cinetika Producciones Govt Digital/Video Content 100%DA - 1.31B,monopoly,medium,51704,AGENCIA DIGITAL SA DE CV,Hacienda,2015-2025,2015,2025,no,424,378,46,10.8,652829565.75,570182710.58,82646855.17
13,PEMEX_COTEMAR,PEMEX-Cotemar Irregularities,procurement_fraud,high,8002,"COTEMAR, S. A. DE C. V.",Energia,2010-2024,2010,2024,no,48,3,45,93.8,32937095424.24,3862243620.07,29074851804.17
883,CASE-883,IMSS Ambulance Transport Capture - Autobuses de la Piedad,institutional_capture,medium,5072,"AUTOBUSES DE LA PIEDAD, S.A. DE C.V.",Salud,2010-2025,2010,2025,no,171,130,41,24.0,2134521461.19,1918794315.55,215727145.65
194,GAMI_INGENIERIA_INFRAESTRUCTURA_DA_IRREGULARIDADES,GAMI Ingenieria Infrastructure DA Irregularities 14.2B (4.15B ASIPONA + 2B ISSSTE),procurement_fraud,low,139,"GAMI INGENIERIA E INSTALACIONES, S.A. DE C.V.",Infraestructura,2016-2025,2016,2025,no,60,21,39,65.0,14203963690.43,10229794156.01,3974169534.42
